MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20050329,MA,100.00,0.00,0.00,0.00,0.00,0.00,2005-03-29,2005-04-04,1
20050322,MA,100.00,0.00,0.00,0.00,0.00,0.00,2005-03-22,2005-03-28,1
20050315,MA,100.00,0.00,0.00,0.00,0.00,0.00,2005-03-15,2005-03-21,1
20050308,MA,100.00,0.00,0.00,0.00,0.00,0.00,2005-03-08,2005-03-14,1
20050301,MA,100.00,0.00,0.00,0.00,0.00,0.00,2005-03-01,2005-03-07,1
20050222,MA,100.00,0.00,0.00,0.00,0.00,0.00,2005-02-22,2005-02-28,1
20050215,MA,100.00,0.00,0.00,0.00,0.00,0.00,2005-02-15,2005-02-21,1
20050208,MA,100.00,0.00,0.00,0.00,0.00,0.00,2005-02-08,2005-02-14,1
20050201,MA,100.00,0.00,0.00,0.00,0.00,0.00,2005-02-01,2005-02-07,1
20050125,MA,100.00,0.00,0.00,0.00,0.00,0.00,2005-01-25,2005-01-31,1
20050118,MA,100.00,0.00,0.00,0.00,0.00,0.00,2005-01-18,2005-01-24,1
20050111,MA,100.00,0.00,0.00,0.00,0.00,0.00,2005-01-11,2005-01-17,1
20050104,MA,100.00,0.00,0.00,0.00,0.00,0.00,2005-01-04,2005-01-10,1
20041228,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041221,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-21,2004-12-27,1
20041214,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-14,2004-12-20,1
20041207,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-07,2004-12-13,1
20041130,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-30,2004-12-06,1
20041123,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-23,2004-11-29,1
20041116,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-16,2004-11-22,1
20041109,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-09,2004-11-15,1
20041102,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-02,2004-11-08,1
20041026,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-26,2004-11-01,1
20041019,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-19,2004-10-25,1
20041012,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-12,2004-10-18,1
20041005,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-05,2004-10-11,1
20040928,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-28,2004-10-04,1
20040921,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-21,2004-09-27,1
20040914,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-14,2004-09-20,1
20040907,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-07,2004-09-13,1
20040831,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-08-31,2004-09-06,1
20040824,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-08-24,2004-08-30,1
20040817,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-08-17,2004-08-23,1
20040810,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-08-10,2004-08-16,1
20040803,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-08-03,2004-08-09,1
20040727,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-07-27,2004-08-02,1
20040720,MA,82.67,17.33,0.00,0.00,0.00,0.00,2004-07-20,2004-07-26,1
20040713,MA,82.67,17.33,0.00,0.00,0.00,0.00,2004-07-13,2004-07-19,1
20040706,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-07-06,2004-07-12,1
20040629,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-06-29,2004-07-05,1
20040622,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-06-22,2004-06-28,1
20040615,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-06-15,2004-06-21,1
20040608,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-06-08,2004-06-14,1
20040601,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-06-01,2004-06-07,1
20040525,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-05-25,2004-05-31,1
20040518,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-05-18,2004-05-24,1
20040511,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-05-11,2004-05-17,1
20040504,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-05-04,2004-05-10,1
20040427,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-04-27,2004-05-03,1
20040420,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-04-20,2004-04-26,1
20040413,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-04-13,2004-04-19,1
20040406,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-04-06,2004-04-12,1
20040330,MA,56.44,43.56,0.00,0.00,0.00,0.00,2004-03-30,2004-04-05,1
20040323,MA,56.44,43.56,0.00,0.00,0.00,0.00,2004-03-23,2004-03-29,1
20040316,MA,51.72,48.28,0.00,0.00,0.00,0.00,2004-03-16,2004-03-22,1
20040309,MA,51.72,48.28,0.00,0.00,0.00,0.00,2004-03-09,2004-03-15,1
20040302,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-03-02,2004-03-08,1
20040224,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-02-24,2004-03-01,1
20040217,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-02-17,2004-02-23,1
20040210,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-02-10,2004-02-16,1
20040203,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-02-03,2004-02-09,1
20040127,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-01-27,2004-02-02,1
20040120,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-01-20,2004-01-26,1
20040113,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-01-13,2004-01-19,1
20040106,MA,100.00,0.00,0.00,0.00,0.00,0.00,2004-01-06,2004-01-12,1
20031230,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031223,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-23,2003-12-29,1
20031216,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-16,2003-12-22,1
20031209,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-09,2003-12-15,1
20031202,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-02,2003-12-08,1
20031125,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-11-25,2003-12-01,1
20031118,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-11-18,2003-11-24,1
20031111,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-11-11,2003-11-17,1
20031104,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-11-04,2003-11-10,1
20031028,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-10-28,2003-11-03,1
20031021,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-10-21,2003-10-27,1
20031014,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-10-14,2003-10-20,1
20031007,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-10-07,2003-10-13,1
20030930,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-09-30,2003-10-06,1
20030923,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-09-23,2003-09-29,1
20030916,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-09-16,2003-09-22,1
20030909,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-09-09,2003-09-15,1
20030902,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-09-02,2003-09-08,1
20030826,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-08-26,2003-09-01,1
20030819,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-08-19,2003-08-25,1
20030812,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-08-12,2003-08-18,1
20030805,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-08-05,2003-08-11,1
20030729,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-07-29,2003-08-04,1
20030722,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-07-22,2003-07-28,1
20030715,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-07-15,2003-07-21,1
20030708,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-07-08,2003-07-14,1
20030701,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-07-01,2003-07-07,1
20030624,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-06-24,2003-06-30,1
20030617,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-06-17,2003-06-23,1
20030610,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-06-10,2003-06-16,1
20030603,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-06-03,2003-06-09,1
20030527,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-05-27,2003-06-02,1
20030520,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-05-20,2003-05-26,1
20030513,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-05-13,2003-05-19,1
20030506,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-05-06,2003-05-12,1
20030429,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-04-29,2003-05-05,1
20030422,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-04-22,2003-04-28,1
20030415,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-04-15,2003-04-21,1
20030408,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-04-08,2003-04-14,1
20030401,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-04-01,2003-04-07,1
20030325,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-03-25,2003-03-31,1
20030318,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-03-18,2003-03-24,1
20030311,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-03-11,2003-03-17,1
20030304,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-03-04,2003-03-10,1
20030225,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-02-25,2003-03-03,1
20030218,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-02-18,2003-02-24,1
20030211,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-02-11,2003-02-17,1
20030204,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-02-04,2003-02-10,1
20030128,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-01-28,2003-02-03,1
20030121,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-01-21,2003-01-27,1
20030114,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-01-14,2003-01-20,1
20030107,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-01-07,2003-01-13,1
20021231,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-12-31,2003-01-06,1
20021224,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-12-24,2002-12-30,1
20021217,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-12-17,2002-12-23,1
20021210,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-12-10,2002-12-16,1
20021203,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-12-03,2002-12-09,1
20021126,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-11-26,2002-12-02,1
20021119,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-11-19,2002-11-25,1
20021112,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-11-12,2002-11-18,1
20021105,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-11-05,2002-11-11,1
20021029,MA,84.39,15.61,0.00,0.00,0.00,0.00,2002-10-29,2002-11-04,1
20021022,MA,83.23,16.77,0.00,0.00,0.00,0.00,2002-10-22,2002-10-28,1
20021015,MA,37.26,62.74,0.00,0.00,0.00,0.00,2002-10-15,2002-10-21,1
20021008,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-10-08,2002-10-14,1
20021001,MA,1.12,98.88,0.00,0.00,0.00,0.00,2002-10-01,2002-10-07,1
20020924,MA,22.76,77.24,0.00,0.00,0.00,0.00,2002-09-24,2002-09-30,1
20020917,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-09-17,2002-09-23,1
20020910,MA,0.00,100.00,62.27,0.00,0.00,0.00,2002-09-10,2002-09-16,1
20020903,MA,0.00,100.00,58.12,0.00,0.00,0.00,2002-09-03,2002-09-09,1
20020827,MA,0.00,100.00,68.18,0.00,0.00,0.00,2002-08-27,2002-09-02,1
20020820,MA,0.00,100.00,65.46,0.00,0.00,0.00,2002-08-20,2002-08-26,1
20020813,MA,0.00,100.00,62.90,0.00,0.00,0.00,2002-08-13,2002-08-19,1
20020806,MA,0.00,100.00,42.58,0.00,0.00,0.00,2002-08-06,2002-08-12,1
20020730,MA,0.00,100.00,0.09,0.00,0.00,0.00,2002-07-30,2002-08-05,1
20020723,MA,0.00,100.00,2.26,0.00,0.00,0.00,2002-07-23,2002-07-29,1
20020716,MA,2.38,97.62,0.00,0.00,0.00,0.00,2002-07-16,2002-07-22,1
20020709,MA,0.06,99.94,0.00,0.00,0.00,0.00,2002-07-09,2002-07-15,1
20020702,MA,43.22,56.78,0.00,0.00,0.00,0.00,2002-07-02,2002-07-08,1
20020625,MA,42.30,57.70,0.00,0.00,0.00,0.00,2002-06-25,2002-07-01,1
20020618,MA,33.91,66.09,0.00,0.00,0.00,0.00,2002-06-18,2002-06-24,1
20020611,MA,16.93,83.07,0.00,0.00,0.00,0.00,2002-06-11,2002-06-17,1
20020604,MA,18.18,81.82,0.00,0.00,0.00,0.00,2002-06-04,2002-06-10,1
20020528,MA,9.23,90.77,0.00,0.00,0.00,0.00,2002-05-28,2002-06-03,1
20020521,MA,5.11,94.89,0.00,0.00,0.00,0.00,2002-05-21,2002-05-27,1
20020514,MA,0.00,100.00,44.75,2.17,0.00,0.00,2002-05-14,2002-05-20,1
20020507,MA,0.00,100.00,96.89,37.39,0.00,0.00,2002-05-07,2002-05-13,1
20020430,MA,0.00,100.00,100.00,37.56,0.00,0.00,2002-04-30,2002-05-06,1
20020423,MA,0.00,100.00,99.98,39.32,0.00,0.00,2002-04-23,2002-04-29,1
20020416,MA,0.00,100.00,98.75,44.96,0.00,0.00,2002-04-16,2002-04-22,1
20020409,MA,0.00,100.00,100.00,49.60,0.00,0.00,2002-04-09,2002-04-15,1
20020402,MA,0.00,100.00,100.00,48.70,0.00,0.00,2002-04-02,2002-04-08,1
20020326,MA,0.00,100.00,100.00,99.30,0.00,0.00,2002-03-26,2002-04-01,1
20020319,MA,0.00,100.00,100.00,99.69,0.00,0.00,2002-03-19,2002-03-25,1
20020312,MA,0.00,100.00,100.00,97.25,0.00,0.00,2002-03-12,2002-03-18,1
20020305,MA,0.00,100.00,100.00,99.36,0.00,0.00,2002-03-05,2002-03-11,1
20020226,MA,0.00,100.00,100.00,99.27,0.00,0.00,2002-02-26,2002-03-04,1
20020219,MA,0.00,100.00,100.00,42.82,0.00,0.00,2002-02-19,2002-02-25,1
20020212,MA,0.00,100.00,100.00,44.77,0.00,0.00,2002-02-12,2002-02-18,1
20020205,MA,0.00,100.00,100.00,36.94,0.00,0.00,2002-02-05,2002-02-11,1
20020129,MA,0.00,100.00,87.01,26.53,0.00,0.00,2002-01-29,2002-02-04,1
20020122,MA,0.00,100.00,89.69,29.81,0.00,0.00,2002-01-22,2002-01-28,1
20020115,MA,0.00,100.00,100.00,24.97,0.00,0.00,2002-01-15,2002-01-21,1
20020108,MA,0.00,100.00,100.00,36.27,0.00,0.00,2002-01-08,2002-01-14,1
20020101,MA,0.00,100.00,100.00,3.02,0.00,0.00,2002-01-01,2002-01-07,1
20011225,MA,0.00,100.00,100.00,0.00,0.00,0.00,2001-12-25,2001-12-31,1
20011218,MA,0.00,100.00,100.00,20.35,0.00,0.00,2001-12-18,2001-12-24,1
20011211,MA,0.00,100.00,100.00,3.79,0.00,0.00,2001-12-11,2001-12-17,1
20011204,MA,0.00,100.00,100.00,3.79,0.00,0.00,2001-12-04,2001-12-10,1
20011127,MA,0.00,100.00,100.00,3.79,0.00,0.00,2001-11-27,2001-12-03,1
20011120,MA,0.00,100.00,100.00,3.79,0.00,0.00,2001-11-20,2001-11-26,1
20011113,MA,0.00,100.00,65.35,3.79,0.00,0.00,2001-11-13,2001-11-19,1
20011106,MA,0.00,100.00,65.35,3.79,0.00,0.00,2001-11-06,2001-11-12,1
20011030,MA,0.00,100.00,4.16,0.00,0.00,0.00,2001-10-30,2001-11-05,1
20011023,MA,0.00,100.00,0.00,0.00,0.00,0.00,2001-10-23,2001-10-29,1
20011016,MA,78.45,21.55,0.00,0.00,0.00,0.00,2001-10-16,2001-10-22,1
20011009,MA,73.06,26.94,0.00,0.00,0.00,0.00,2001-10-09,2001-10-15,1
20011002,MA,96.68,3.32,0.00,0.00,0.00,0.00,2001-10-02,2001-10-08,1
20010925,MA,24.65,75.35,7.85,0.00,0.00,0.00,2001-09-25,2001-10-01,1
20010918,MA,21.69,78.31,27.15,0.00,0.00,0.00,2001-09-18,2001-09-24,1
20010911,MA,24.70,75.30,27.15,0.00,0.00,0.00,2001-09-11,2001-09-17,1
20010904,MA,43.68,56.32,0.00,0.00,0.00,0.00,2001-09-04,2001-09-10,1
20010828,MA,47.44,52.56,12.48,0.00,0.00,0.00,2001-08-28,2001-09-03,1
20010821,MA,45.44,54.56,0.00,0.00,0.00,0.00,2001-08-21,2001-08-27,1
20010814,MA,90.60,9.40,0.00,0.00,0.00,0.00,2001-08-14,2001-08-20,1
20010807,MA,99.88,0.12,0.00,0.00,0.00,0.00,2001-08-07,2001-08-13,1
20010731,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-07-31,2001-08-06,1
20010724,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-07-24,2001-07-30,1
20010717,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-07-17,2001-07-23,1
20010710,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-07-10,2001-07-16,1
20010703,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-07-03,2001-07-09,1
20010626,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-06-26,2001-07-02,1
20010619,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-06-19,2001-06-25,1
20010612,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-06-12,2001-06-18,1
20010605,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-06-05,2001-06-11,1
20010529,MA,0.00,100.00,0.00,0.00,0.00,0.00,2001-05-29,2001-06-04,1
20010522,MA,0.00,100.00,86.29,0.00,0.00,0.00,2001-05-22,2001-05-28,1
20010515,MA,0.00,100.00,0.00,0.00,0.00,0.00,2001-05-15,2001-05-21,1
20010508,MA,51.86,48.14,0.00,0.00,0.00,0.00,2001-05-08,2001-05-14,1
20010501,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-05-01,2001-05-07,1
20010424,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-04-24,2001-04-30,1
20010417,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-04-17,2001-04-23,1
20010410,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-04-10,2001-04-16,1
20010403,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-04-03,2001-04-09,1
20010327,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-03-27,2001-04-02,1
20010320,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-03-20,2001-03-26,1
20010313,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-03-13,2001-03-19,1
20010306,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-03-06,2001-03-12,1
20010227,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-02-27,2001-03-05,1
20010220,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-02-20,2001-02-26,1
20010213,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-02-13,2001-02-19,1
20010206,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-02-06,2001-02-12,1
20010130,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-01-30,2001-02-05,1
20010123,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-01-23,2001-01-29,1
20010116,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-01-16,2001-01-22,1
20010109,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-01-09,2001-01-15,1
20010102,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-01-02,2001-01-08,1
20001226,MA,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
