MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20030114,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-01-14,2003-01-20,1
20030107,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2003-01-07,2003-01-13,1
20021231,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-12-31,2003-01-06,1
20021224,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-12-24,2002-12-30,1
20021217,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-12-17,2002-12-23,1
20021210,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-12-10,2002-12-16,1
20021203,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-12-03,2002-12-09,1
20021126,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-11-26,2002-12-02,1
20021119,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-11-19,2002-11-25,1
20021112,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-11-12,2002-11-18,1
20021105,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-11-05,2002-11-11,1
20021029,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-10-29,2002-11-04,1
20021022,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-10-22,2002-10-28,1
20021015,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-10-15,2002-10-21,1
20021008,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-10-08,2002-10-14,1
20021001,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-10-01,2002-10-07,1
20020924,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2002-09-24,2002-09-30,1
20020917,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-09-17,2002-09-23,1
20020910,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-09-10,2002-09-16,1
20020903,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-09-03,2002-09-09,1
20020827,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-08-27,2002-09-02,1
20020820,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-08-20,2002-08-26,1
20020813,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-08-13,2002-08-19,1
20020806,25007,Dukes County,MA,0.00,100.00,99.41,0.00,0.00,0.00,2002-08-06,2002-08-12,1
20020730,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-07-30,2002-08-05,1
20020723,25007,Dukes County,MA,0.00,100.00,1.84,0.00,0.00,0.00,2002-07-23,2002-07-29,1
20020716,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-07-16,2002-07-22,1
20020709,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-07-09,2002-07-15,1
20020702,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-07-02,2002-07-08,1
20020625,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-06-25,2002-07-01,1
20020618,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-06-18,2002-06-24,1
20020611,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-06-11,2002-06-17,1
20020604,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-06-04,2002-06-10,1
20020528,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-05-28,2002-06-03,1
20020521,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-05-21,2002-05-27,1
20020514,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-05-14,2002-05-20,1
20020507,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-05-07,2002-05-13,1
20020430,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-04-30,2002-05-06,1
20020423,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-04-23,2002-04-29,1
20020416,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-04-16,2002-04-22,1
20020409,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-04-09,2002-04-15,1
20020402,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-04-02,2002-04-08,1
20020326,25007,Dukes County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2002-03-26,2002-04-01,1
20020319,25007,Dukes County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2002-03-19,2002-03-25,1
20020312,25007,Dukes County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2002-03-12,2002-03-18,1
20020305,25007,Dukes County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2002-03-05,2002-03-11,1
20020226,25007,Dukes County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2002-02-26,2002-03-04,1
20020219,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-02-19,2002-02-25,1
20020212,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-02-12,2002-02-18,1
20020205,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-02-05,2002-02-11,1
20020129,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-01-29,2002-02-04,1
20020122,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2002-01-22,2002-01-28,1
20020115,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-01-15,2002-01-21,1
20020108,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-01-08,2002-01-14,1
20020101,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2002-01-01,2002-01-07,1
20011225,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2001-12-25,2001-12-31,1
20011218,25007,Dukes County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2001-12-18,2001-12-24,1
20011211,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2001-12-11,2001-12-17,1
20011204,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2001-12-04,2001-12-10,1
20011127,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2001-11-27,2001-12-03,1
20011120,25007,Dukes County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2001-11-20,2001-11-26,1
20011113,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2001-11-13,2001-11-19,1
20011106,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2001-11-06,2001-11-12,1
20011030,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2001-10-30,2001-11-05,1
20011023,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2001-10-23,2001-10-29,1
20011016,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-10-16,2001-10-22,1
20011009,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-10-09,2001-10-15,1
20011002,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-10-02,2001-10-08,1
20010925,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-09-25,2001-10-01,1
20010918,25007,Dukes County,MA,74.25,25.75,0.00,0.00,0.00,0.00,2001-09-18,2001-09-24,1
20010911,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-09-11,2001-09-17,1
20010904,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-09-04,2001-09-10,1
20010828,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-08-28,2001-09-03,1
20010821,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-08-21,2001-08-27,1
20010814,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-08-14,2001-08-20,1
20010807,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-08-07,2001-08-13,1
20010731,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-07-31,2001-08-06,1
20010724,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-07-24,2001-07-30,1
20010717,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-07-17,2001-07-23,1
20010710,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-07-10,2001-07-16,1
20010703,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-07-03,2001-07-09,1
20010626,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-06-26,2001-07-02,1
20010619,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-06-19,2001-06-25,1
20010612,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-06-12,2001-06-18,1
20010605,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-06-05,2001-06-11,1
20010529,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2001-05-29,2001-06-04,1
20010522,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2001-05-22,2001-05-28,1
20010515,25007,Dukes County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2001-05-15,2001-05-21,1
20010508,25007,Dukes County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2001-05-08,2001-05-14,1
20260505,25009,Essex County,MA,0.00,100.00,100.00,10.03,0.00,0.00,2026-05-05,2026-05-11,1
20260428,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-04-28,2026-05-04,1
20260421,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-04-21,2026-04-27,1
20260414,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-04-14,2026-04-20,1
20260407,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-04-07,2026-04-13,1
20260331,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-03-31,2026-04-06,1
20260324,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-03-24,2026-03-30,1
20260317,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-03-17,2026-03-23,1
20260310,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-03-10,2026-03-16,1
20260303,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-03-03,2026-03-09,1
20260224,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-02-24,2026-03-02,1
20260217,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-02-17,2026-02-23,1
20260210,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-02-10,2026-02-16,1
20260203,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-02-03,2026-02-09,1
20260127,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-01-27,2026-02-02,1
20260120,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-01-20,2026-01-26,1
20260113,25009,Essex County,MA,0.00,100.00,99.79,0.00,0.00,0.00,2026-01-13,2026-01-19,1
20260106,25009,Essex County,MA,0.00,100.00,99.79,0.00,0.00,0.00,2026-01-06,2026-01-12,1
20251230,25009,Essex County,MA,0.00,100.00,99.79,0.00,0.00,0.00,2025-12-30,2026-01-05,1
20251223,25009,Essex County,MA,0.00,100.00,55.69,0.00,0.00,0.00,2025-12-23,2025-12-29,1
20251216,25009,Essex County,MA,0.00,100.00,55.69,0.00,0.00,0.00,2025-12-16,2025-12-22,1
20251209,25009,Essex County,MA,0.00,100.00,55.69,0.00,0.00,0.00,2025-12-09,2025-12-15,1
20251202,25009,Essex County,MA,0.00,100.00,55.69,0.00,0.00,0.00,2025-12-02,2025-12-08,1
20251125,25009,Essex County,MA,0.00,100.00,55.69,0.00,0.00,0.00,2025-11-25,2025-12-01,1
20251118,25009,Essex County,MA,0.00,100.00,55.69,0.00,0.00,0.00,2025-11-18,2025-11-24,1
20251111,25009,Essex County,MA,0.00,100.00,55.69,0.00,0.00,0.00,2025-11-11,2025-11-17,1
20251104,25009,Essex County,MA,0.00,100.00,55.69,0.00,0.00,0.00,2025-11-04,2025-11-10,1
20251028,25009,Essex County,MA,0.00,100.00,55.69,0.00,0.00,0.00,2025-10-28,2025-11-03,1
20251021,25009,Essex County,MA,0.00,100.00,55.73,0.00,0.00,0.00,2025-10-21,2025-10-27,1
20251014,25009,Essex County,MA,0.00,100.00,54.13,0.00,0.00,0.00,2025-10-14,2025-10-20,1
20251007,25009,Essex County,MA,0.00,100.00,55.89,0.00,0.00,0.00,2025-10-07,2025-10-13,1
20250930,25009,Essex County,MA,0.00,100.00,55.89,0.00,0.00,0.00,2025-09-30,2025-10-06,1
20250923,25009,Essex County,MA,0.00,100.00,6.04,0.00,0.00,0.00,2025-09-23,2025-09-29,1
20250916,25009,Essex County,MA,0.00,100.00,6.90,0.00,0.00,0.00,2025-09-16,2025-09-22,1
20250909,25009,Essex County,MA,2.22,97.78,6.90,0.00,0.00,0.00,2025-09-09,2025-09-15,1
20250902,25009,Essex County,MA,2.23,97.77,6.90,0.00,0.00,0.00,2025-09-02,2025-09-08,1
20250826,25009,Essex County,MA,2.23,97.77,6.90,0.00,0.00,0.00,2025-08-26,2025-09-01,1
20250819,25009,Essex County,MA,2.23,97.77,6.90,0.00,0.00,0.00,2025-08-19,2025-08-25,1
20250812,25009,Essex County,MA,62.85,37.15,6.90,0.00,0.00,0.00,2025-08-12,2025-08-18,1
20250805,25009,Essex County,MA,93.10,6.90,0.00,0.00,0.00,0.00,2025-08-05,2025-08-11,1
20250729,25009,Essex County,MA,38.45,61.55,0.00,0.00,0.00,0.00,2025-07-29,2025-08-04,1
20250722,25009,Essex County,MA,38.47,61.53,0.00,0.00,0.00,0.00,2025-07-22,2025-07-28,1
20250715,25009,Essex County,MA,38.47,61.53,0.00,0.00,0.00,0.00,2025-07-15,2025-07-21,1
20250708,25009,Essex County,MA,38.47,61.53,0.00,0.00,0.00,0.00,2025-07-08,2025-07-14,1
20250701,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2025-07-01,2025-07-07,1
20250624,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2025-06-24,2025-06-30,1
20250617,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2025-06-17,2025-06-23,1
20250610,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2025-06-10,2025-06-16,1
20250603,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2025-06-03,2025-06-09,1
20250527,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2025-05-27,2025-06-02,1
20250520,25009,Essex County,MA,7.08,92.92,0.00,0.00,0.00,0.00,2025-05-20,2025-05-26,1
20250513,25009,Essex County,MA,0.00,100.00,54.15,0.00,0.00,0.00,2025-05-13,2025-05-19,1
20250506,25009,Essex County,MA,0.00,100.00,54.15,0.00,0.00,0.00,2025-05-06,2025-05-12,1
20250429,25009,Essex County,MA,0.00,100.00,71.94,0.00,0.00,0.00,2025-04-29,2025-05-05,1
20250422,25009,Essex County,MA,0.00,100.00,75.30,0.00,0.00,0.00,2025-04-22,2025-04-28,1
20250415,25009,Essex County,MA,0.00,100.00,75.30,0.00,0.00,0.00,2025-04-15,2025-04-21,1
20250408,25009,Essex County,MA,0.00,100.00,75.30,0.00,0.00,0.00,2025-04-08,2025-04-14,1
20250401,25009,Essex County,MA,0.00,100.00,77.26,0.00,0.00,0.00,2025-04-01,2025-04-07,1
20250325,25009,Essex County,MA,0.00,100.00,77.26,0.00,0.00,0.00,2025-03-25,2025-03-31,1
20250318,25009,Essex County,MA,0.00,100.00,77.26,0.00,0.00,0.00,2025-03-18,2025-03-24,1
20250311,25009,Essex County,MA,0.00,100.00,94.13,0.00,0.00,0.00,2025-03-11,2025-03-17,1
20250304,25009,Essex County,MA,0.00,100.00,95.68,0.00,0.00,0.00,2025-03-04,2025-03-10,1
20250225,25009,Essex County,MA,0.00,100.00,95.68,0.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,25009,Essex County,MA,0.00,100.00,95.68,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,25009,Essex County,MA,0.00,100.00,69.30,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,25009,Essex County,MA,0.00,100.00,69.30,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,25009,Essex County,MA,0.00,100.00,69.30,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,25009,Essex County,MA,0.00,100.00,69.30,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,25009,Essex County,MA,0.00,100.00,100.00,2.25,0.00,0.00,2024-12-31,2025-01-06,1
20241224,25009,Essex County,MA,0.00,100.00,100.00,8.52,0.00,0.00,2024-12-24,2024-12-30,1
20241217,25009,Essex County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2024-12-17,2024-12-23,1
20241210,25009,Essex County,MA,0.00,100.00,100.00,100.00,67.51,0.00,2024-12-10,2024-12-16,1
20241203,25009,Essex County,MA,0.00,100.00,100.00,100.00,67.51,0.00,2024-12-03,2024-12-09,1
20241126,25009,Essex County,MA,0.00,100.00,100.00,100.00,67.51,0.00,2024-11-26,2024-12-02,1
20241119,25009,Essex County,MA,0.00,100.00,100.00,100.00,67.51,0.00,2024-11-19,2024-11-25,1
20241112,25009,Essex County,MA,0.00,100.00,100.00,73.16,0.00,0.00,2024-11-12,2024-11-18,1
20241105,25009,Essex County,MA,0.00,100.00,100.00,73.16,0.00,0.00,2024-11-05,2024-11-11,1
20241029,25009,Essex County,MA,0.00,100.00,100.00,73.16,0.00,0.00,2024-10-29,2024-11-04,1
20241022,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2024-10-22,2024-10-28,1
20241015,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2024-10-15,2024-10-21,1
20241008,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2024-10-08,2024-10-14,1
20241001,25009,Essex County,MA,0.00,100.00,61.79,0.00,0.00,0.00,2024-10-01,2024-10-07,1
20240924,25009,Essex County,MA,0.00,100.00,61.79,0.00,0.00,0.00,2024-09-24,2024-09-30,1
20240917,25009,Essex County,MA,0.21,99.79,0.00,0.00,0.00,0.00,2024-09-17,2024-09-23,1
20240910,25009,Essex County,MA,52.44,47.56,0.00,0.00,0.00,0.00,2024-09-10,2024-09-16,1
20240903,25009,Essex County,MA,52.44,47.56,0.00,0.00,0.00,0.00,2024-09-03,2024-09-09,1
20240827,25009,Essex County,MA,59.60,40.40,0.00,0.00,0.00,0.00,2024-08-27,2024-09-02,1
20240820,25009,Essex County,MA,59.60,40.40,0.00,0.00,0.00,0.00,2024-08-20,2024-08-26,1
20240813,25009,Essex County,MA,59.60,40.40,0.00,0.00,0.00,0.00,2024-08-13,2024-08-19,1
20240806,25009,Essex County,MA,0.00,100.00,39.93,0.00,0.00,0.00,2024-08-06,2024-08-12,1
20240730,25009,Essex County,MA,0.00,100.00,39.93,0.00,0.00,0.00,2024-07-30,2024-08-05,1
20240723,25009,Essex County,MA,22.45,77.55,0.00,0.00,0.00,0.00,2024-07-23,2024-07-29,1
20240716,25009,Essex County,MA,22.45,77.55,0.00,0.00,0.00,0.00,2024-07-16,2024-07-22,1
20240709,25009,Essex County,MA,22.45,77.55,0.00,0.00,0.00,0.00,2024-07-09,2024-07-15,1
20240702,25009,Essex County,MA,43.22,56.78,0.00,0.00,0.00,0.00,2024-07-02,2024-07-08,1
20240625,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-25,2024-07-01,1
20240618,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-18,2024-06-24,1
20240611,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-11,2024-06-17,1
20240604,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-04,2024-06-10,1
20240528,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-28,2024-06-03,1
20240521,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-21,2024-05-27,1
20240514,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-14,2024-05-20,1
20240507,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-07,2024-05-13,1
20240430,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-30,2024-05-06,1
20240423,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-23,2024-04-29,1
20240416,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-16,2024-04-22,1
20240409,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-09,2024-04-15,1
20240402,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-02,2024-04-08,1
20240326,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-26,2024-04-01,1
20240319,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-19,2024-03-25,1
20240312,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-12,2024-03-18,1
20240305,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-05,2024-03-11,1
20240227,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-27,2024-03-04,1
20240220,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-20,2024-02-26,1
20240213,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-13,2024-02-19,1
20240206,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-06,2024-02-12,1
20240130,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-30,2024-02-05,1
20240123,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-23,2024-01-29,1
20240116,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-16,2024-01-22,1
20240109,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-09,2024-01-15,1
20240102,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-02,2024-01-08,1
20231226,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-26,2024-01-01,1
20231219,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-19,2023-12-25,1
20231212,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-12,2023-12-18,1
20231205,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-05,2023-12-11,1
20231128,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-28,2023-12-04,1
20231121,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-21,2023-11-27,1
20231114,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-14,2023-11-20,1
20231107,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-07,2023-11-13,1
20231031,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-31,2023-11-06,1
20231024,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20230725,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-25,2023-07-31,1
20230718,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-18,2023-07-24,1
20230711,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-11,2023-07-17,1
20230704,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-04,2023-07-10,1
20230627,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-06-27,2023-07-03,1
20230620,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-06-20,2023-06-26,1
20230613,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-06-13,2023-06-19,1
20230606,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-06-06,2023-06-12,1
20230530,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-30,2023-06-05,1
20230523,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-23,2023-05-29,1
20230516,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-16,2023-05-22,1
20230509,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-09,2023-05-15,1
20230502,25009,Essex County,MA,1.80,98.20,0.00,0.00,0.00,0.00,2023-05-02,2023-05-08,1
20230425,25009,Essex County,MA,1.23,98.77,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1
20230418,25009,Essex County,MA,1.23,98.77,0.00,0.00,0.00,0.00,2023-04-18,2023-04-24,1
20230411,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-11,2023-04-17,1
20230404,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-04,2023-04-10,1
